Id,Brand,Model,Price,Selling_platform,Rating,Refresh_rate,Screen_size,Ram,Storage,Processor,Camera_setup,imgURL
581,Apple,P Series Lite 18,901.42,Reliance Digital,4.4,144,6.6,16,1024,A15 Bionic,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
582,Google,P Series Max 10,1236.64,Amazon,3.1,144,5.9,16,512,Tensor G2,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
583,OnePlus,Pixel Max 18,1184.89,Walmart,4.6,144,6.1,4,128,Dimensity 9000,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
584,Google,V Series Edge 16,388.91,Reliance Digital,4.1,90,6.2,8,128,Tensor G2,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
585,Xiaomi,Mate Lite 12,402.46,eBay,3.3,144,6.1,16,128,Snapdragon 7 Gen 1,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
586,Xiaomi,Reno 5G 12,730.72,Walmart,3.0,60,6.3,6,512,Snapdragon 7 Gen 1,64MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
587,Samsung,Narzo 5G 24,1619.29,Reliance Digital,3.5,165,7.0,12,64,Exynos 2200,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
588,Vivo,Xperia 5G 24,1833.07,eBay,3.4,90,7.4,6,1024,Dimensity 920,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
589,Realme,Redmi Note Turbo 17,285.72,Amazon,3.4,120,5.8,8,64,Dimensity 920,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
590,Sony,iPhone 5G 25,1323.57,eBay,4.1,60,6.0,8,64,Dimensity 920,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
591,Nokia,Pixel Edge 17,819.39,Flipkart,5.0,144,5.2,4,64,Dimensity 920,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
592,Motorola,Reno 5G 19,1173.94,Amazon,4.8,60,6.9,16,64,Helio G99,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
593,Sony,Pixel Mini 11,1309.95,Official Store,3.3,144,7.1,16,64,Dimensity 920,50MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
594,Samsung,P Series SE 21,953.18,Walmart,5.0,144,6.6,16,512,Exynos 2200,108MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
595,Xiaomi,Narzo Max 22,440.11,Flipkart,3.8,90,7.2,12,64,Dimensity 1080,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
596,Xiaomi,Moto G Turbo 25,1682.7,Walmart,5.0,165,6.3,6,512,Snapdragon 7 Gen 1,200MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
597,Apple,Nord Ultra 24,1046.15,Walmart,4.5,60,7.1,4,512,A15 Bionic,12MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
598,Google,Mate Edge 18,392.67,Walmart,4.3,120,5.8,4,64,Tensor G2,48MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
599,Xiaomi,P Series 5G 12,664.9,Walmart,3.7,60,5.4,4,256,Snapdragon 7 Gen 1,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
600,Apple,Narzo Max 19,1965.74,Walmart,4.4,60,6.8,8,128,A16 Bionic,108MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
601,Samsung,Mate Edge 20,496.51,eBay,4.4,120,5.1,4,256,Exynos 2200,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
602,Samsung,P Series 5G 12,1874.75,Walmart,4.5,144,5.4,6,512,Exynos 2200,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
603,Samsung,Mate Edge 25,389.26,Official Store,3.2,60,5.4,12,128,Exynos 2200,48MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
604,Sony,Galaxy S Plus 19,1961.13,Reliance Digital,3.5,120,6.7,6,256,Dimensity 920,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
605,Motorola,Galaxy S Turbo 12,1721.88,eBay,4.3,144,5.1,8,256,Helio G99,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
606,OnePlus,Moto G Pro 22,656.91,Amazon,3.2,60,7.2,6,512,Dimensity 9000,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
607,Oppo,Mate Turbo 24,1513.9,Amazon,4.7,90,5.8,6,256,Helio G99,200MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
608,Huawei,Redmi Note Lite 10,1127.82,Reliance Digital,4.8,60,6.9,16,512,Dimensity 920,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
609,Google,Galaxy S Turbo 17,849.58,Official Store,4.8,165,5.3,12,512,Tensor G1,64MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
610,Samsung,Narzo Ultra 24,900.68,Reliance Digital,5.0,60,6.6,6,128,Snapdragon 8 Gen 2,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
611,Vivo,Reno SE 10,1072.0,Reliance Digital,5.0,165,7.5,8,256,Dimensity 920,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
612,Vivo,P Series Turbo 23,1302.97,eBay,3.2,120,6.2,4,512,Dimensity 920,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
613,Vivo,Nord Turbo 24,1064.33,AliExpress,3.6,165,5.4,8,1024,Dimensity 920,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
614,Realme,Moto G Turbo 11,1034.38,Walmart,4.8,120,5.9,16,64,Dimensity 920,48MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
615,Oppo,Moto G Edge 10,1018.64,AliExpress,3.2,144,5.3,6,512,Helio G99,50MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
616,Motorola,iPhone Pro 16,1161.03,AliExpress,3.1,120,5.6,8,256,Dimensity 920,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
617,Motorola,Xperia 5G 16,312.82,Official Store,4.9,144,5.4,16,64,Dimensity 920,108MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
618,Vivo,iPhone Pro 25,1655.2,Best Buy,4.8,144,5.7,6,64,Helio G99,108MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
619,Nokia,Reno Mini 24,1597.34,Official Store,3.9,90,6.7,8,256,Dimensity 920,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
620,Huawei,Redmi Note Mini 19,265.64,Reliance Digital,3.5,144,7.3,16,1024,Helio G99,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
621,Oppo,Reno Mini 20,841.27,Official Store,4.1,144,7.4,16,128,Helio G99,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
622,OnePlus,Reno 5G 15,1912.58,Official Store,4.9,60,5.2,6,256,Dimensity 9000,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
623,Vivo,Reno 5G 17,1731.46,Best Buy,4.5,120,6.0,8,256,Dimensity 920,50MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
624,Sony,Nord 5G 21,1405.64,AliExpress,4.1,60,6.7,4,256,Helio G99,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
625,Vivo,V Series Ultra 12,475.78,Walmart,3.8,90,6.9,6,128,Dimensity 920,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
626,Apple,V Series Mini 14,1595.13,Flipkart,4.2,144,7.3,8,1024,A15 Bionic,108MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
627,Google,Xperia Lite 12,1011.01,Official Store,3.6,144,5.2,8,64,Tensor G1,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
628,Nokia,Moto G Plus 17,1674.24,eBay,3.4,165,7.3,12,128,Dimensity 920,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
629,Vivo,Galaxy S Turbo 13,1048.72,Reliance Digital,4.4,144,7.3,16,64,Dimensity 920,50MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
630,Apple,Pixel Pro 25,485.67,AliExpress,4.7,165,6.9,8,1024,A16 Bionic,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
631,Apple,Nord Ultra 24,1400.23,eBay,3.7,120,6.2,12,1024,A15 Bionic,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
632,Nokia,Nord Pro 19,1010.31,Amazon,3.5,60,5.3,16,128,Helio G99,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
633,Vivo,V Series Mini 14,584.04,Best Buy,3.8,165,6.4,8,1024,Dimensity 920,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
634,OnePlus,Reno Ultra 11,1364.71,AliExpress,4.1,120,7.3,12,128,Dimensity 9000,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
635,Nokia,Galaxy S Plus 13,1325.69,Reliance Digital,4.5,120,7.2,8,1024,Helio G99,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
636,Google,Reno Edge 14,1293.78,Official Store,4.0,90,6.0,8,64,Tensor G2,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
637,Motorola,Redmi Note Ultra 24,1165.19,Official Store,3.3,60,5.5,16,64,Dimensity 920,12MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
638,Google,Galaxy S Ultra 14,1968.58,Reliance Digital,4.9,120,6.9,4,512,Tensor G2,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
639,Samsung,Narzo Plus 22,447.03,AliExpress,3.4,60,6.3,6,64,Exynos 2200,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
640,OnePlus,Xperia Max 11,1601.43,Official Store,4.8,120,5.9,4,512,Dimensity 9000,108MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
641,Nokia,Pixel Edge 16,815.38,AliExpress,4.0,165,6.8,6,64,Helio G99,50MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
642,Realme,Mate Ultra 10,1603.62,Best Buy,5.0,60,5.3,6,256,Dimensity 920,50MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
643,Vivo,Narzo Lite 21,388.3,eBay,4.1,120,6.5,8,64,Dimensity 920,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
644,Oppo,Moto G Mini 11,1062.5,Amazon,3.0,60,5.9,4,256,Helio G99,48MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
645,Apple,V Series Max 25,844.82,Amazon,3.2,90,6.6,12,128,A15 Bionic,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
646,Huawei,Mate Edge 24,1779.05,Best Buy,4.7,90,6.0,6,256,Helio G99,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
647,Motorola,Xperia SE 14,739.52,eBay,4.3,165,7.4,16,64,Dimensity 920,200MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
648,Oppo,Mate Pro 25,1845.14,Amazon,3.3,90,5.1,6,1024,Helio G99,50MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
649,Samsung,Nord Ultra 11,618.37,AliExpress,4.4,90,5.3,16,256,Exynos 2200,48MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
650,Google,Pixel SE 16,1443.26,Flipkart,4.0,144,6.2,12,128,Tensor G1,108MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
651,OnePlus,Pixel Max 13,1403.34,Reliance Digital,3.5,60,6.9,8,64,Dimensity 9000,50MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
652,OnePlus,Reno Lite 12,1256.17,AliExpress,5.0,120,6.4,16,256,Dimensity 9000,108MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
653,Xiaomi,Nord Edge 22,1866.75,Flipkart,4.5,90,5.5,12,128,Dimensity 1080,64MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
654,Apple,Moto G Edge 10,875.75,Walmart,4.8,120,5.3,8,128,A16 Bionic,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
655,Realme,Reno Pro 21,929.26,Walmart,4.4,60,6.6,16,1024,Dimensity 920,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
656,Motorola,Mate Turbo 17,415.47,Amazon,3.0,120,5.6,6,256,Helio G99,108MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
657,Vivo,Galaxy S Turbo 15,1496.29,AliExpress,4.8,165,5.6,4,1024,Dimensity 920,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
658,Realme,Reno Lite 14,1933.26,AliExpress,3.8,144,5.3,6,128,Dimensity 920,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
659,Realme,Pixel Max 12,1927.77,eBay,4.2,165,5.8,8,64,Dimensity 920,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
660,Samsung,Reno Ultra 11,494.79,Walmart,4.9,90,7.4,4,1024,Exynos 2200,48MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
661,Samsung,iPhone Mini 14,714.99,Amazon,4.3,144,6.3,12,1024,Snapdragon 8 Gen 2,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
662,Motorola,Xperia Lite 13,424.18,Walmart,4.7,165,5.6,8,256,Dimensity 920,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
663,OnePlus,Mate Edge 19,1867.75,eBay,4.5,144,5.4,12,64,Snapdragon 8+ Gen 1,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
664,Samsung,V Series Max 21,914.78,Flipkart,4.2,120,7.3,8,512,Exynos 2200,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
665,Oppo,Redmi Note Lite 22,877.32,Best Buy,3.6,120,6.1,4,1024,Helio G99,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
666,Nokia,Mate Max 19,1323.01,eBay,4.3,144,6.1,16,256,Dimensity 920,50MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
667,Xiaomi,Moto G Mini 11,1422.89,Walmart,4.8,90,5.3,12,64,Snapdragon 7 Gen 1,50MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
668,Xiaomi,Moto G Turbo 23,995.04,Reliance Digital,4.7,165,5.6,8,64,Snapdragon 7 Gen 1,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
669,OnePlus,Galaxy S Ultra 16,1785.28,eBay,4.4,60,7.1,6,512,Snapdragon 8+ Gen 1,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
670,Huawei,Nord 5G 14,1913.92,Amazon,4.0,144,6.4,16,64,Helio G99,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
671,Huawei,Narzo Lite 18,1526.54,Reliance Digital,3.2,90,6.9,4,512,Dimensity 920,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
672,Samsung,Redmi Note 5G 10,459.1,Official Store,3.3,165,7.5,4,512,Exynos 2200,200MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
673,Motorola,P Series Ultra 11,1110.61,Amazon,3.5,165,5.1,16,512,Dimensity 920,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
674,Motorola,Moto G Turbo 22,1303.22,Official Store,4.0,60,6.5,6,1024,Dimensity 920,108MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
675,Apple,Redmi Note Edge 18,1237.78,Walmart,4.2,165,5.7,16,64,A16 Bionic,64MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
676,Samsung,V Series Max 10,1206.64,Flipkart,4.0,144,5.1,12,1024,Exynos 2200,108MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
677,Sony,iPhone SE 10,1451.89,Reliance Digital,4.1,60,6.6,12,128,Dimensity 920,108MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
678,Nokia,Nord Plus 19,578.41,Walmart,3.4,90,6.5,6,256,Dimensity 920,64MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
679,Realme,Galaxy S Turbo 19,1297.1,Official Store,3.8,60,7.3,6,128,Helio G99,12MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
680,Oppo,Redmi Note Turbo 13,1065.46,AliExpress,5.0,60,6.6,6,128,Helio G99,108MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
681,Realme,Nord Turbo 23,1605.29,Official Store,4.5,90,6.7,8,128,Dimensity 920,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
682,Apple,Moto G Plus 22,1350.41,Flipkart,4.3,60,5.6,6,64,A16 Bionic,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
683,Motorola,Reno Mini 12,1277.26,Best Buy,4.6,90,6.9,12,256,Helio G99,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
684,Apple,Reno Mini 22,1514.37,Flipkart,3.6,144,5.1,4,128,A16 Bionic,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
685,Samsung,Narzo Max 24,402.77,eBay,4.0,90,6.8,6,128,Snapdragon 8 Gen 2,200MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
686,OnePlus,Moto G Pro 12,1263.14,Walmart,3.3,144,5.9,4,128,Dimensity 9000,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
687,Google,iPhone Plus 19,1774.12,eBay,4.9,90,5.9,6,128,Tensor G2,48MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
688,Google,Reno Plus 11,1689.52,Amazon,4.2,90,7.5,12,64,Tensor G1,48MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
689,OnePlus,Galaxy S Plus 25,325.96,Reliance Digital,4.5,90,5.8,4,1024,Snapdragon 8+ Gen 1,48MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
